market_name,city,Geography,state
New York State,Calcium,,NY
New York State,Corning,Steuben County (NY),NY
New York State,Cortland,Cortland County (NY),NY
New York State,Cuba,Allegany County (NY),NY
New York State,Dunkirk,Chautauqua County (NY),NY
New York State,Elmira,Chemung County (NY),NY
New York State,Falconer,,NY
New York State,Findley Lake,,NY
New York State,Fredonia,,NY
New York State,Glens Falls,Warren County (NY),NY
New York State,Hogansburg,Franklin County (NY),NY
New York State,Hornell,Steuben County (NY),NY
New York State,Horseheads,Chemung County (NY),NY
New York State,Horseheads,,NY
New York State,Ithaca,Tompkins County (NY),NY
New York State,Ithaca,,NY
New York State,Jamestown,Chautauqua County (NY),NY
New York State,Johnson City,,NY
New York State,Lake George,Warren County (NY),NY
New York State,Lake George,,NY
New York State,Lake Placid,Essex County (NY),NY
New York State,Lake Placid,,NY
New York State,Malone,Franklin County (NY),NY
New York State,Massena,St. Lawrence County (NY),NY
New York State,Milford,,NY
New York State,New Hartford,,NY
New York State,Ogdensburg,St. Lawrence County (NY),NY
New York State,Oneonta,Otsego County (NY),NY
New York State,Oneonta,,NY
New York State,Owego,,NY
New York State,Painted Post,Steuben County (NY),NY
New York State,Plattsburgh,Clinton County (NY),NY
New York State,Queensbury,Warren County (NY),NY
New York State,Rome,Oneida County (NY),NY
New York State,Utica,,NY
New York State,Vestal,Broome County (NY),NY
New York State,Waterloo,,NY
New York State,Watertown,Jefferson County (NY),NY
"New York, NY",Bronx,Bronx County (NY),NY
"New York, NY",Bronx,,NY
"New York, NY",Brooklyn,Kings County (NY),NY
"New York, NY",Brooklyn,,NY
"New York, NY",East Elmhurst,Queens County (NY),NY
"New York, NY",Jamaica,Queens County (NY),NY
"New York, NY",Jamaica,,NY
"New York, NY",Long Island City,Queens County (NY),NY
"New York, NY",Long Island City,,NY
"New York, NY",Maspeth,Queens County (NY),NY
"New York, NY",New York,New York County (NY),NY
"New York, NY",South Ozone Park,Queens County (NY),NY
"New York, NY",Staten Island,Richmond County (NY),NY
"New York, NY",Woodside,Queens County (NY),NY
"Newark, NJ",Belleville,Essex County (NJ),NJ
"Newark, NJ",Fairfield,Essex County (NJ),NJ
"Newark, NJ",Hackettstown,Warren County (NJ),NJ
"Newark, NJ",Ledgewood,Morris County (NJ),NJ
"Newark, NJ",Newark,Essex County (NJ),NJ
"Newark, NJ",Newton,Sussex County (NJ),NJ
"Newark, NJ",Rahway,Union County (NJ),NJ
"Newark, NJ",Vernon,Sussex County (NJ),NJ
"Newark, NJ",West Orange,Essex County (NJ),NJ
"Norfolk/Virginia Beach, VA",Carrollton,Isle of Wight County (VA),VA
"Norfolk/Virginia Beach, VA",Chesapeake,Chesapeake city (VA),VA
"Norfolk/Virginia Beach, VA",Chesapeake,,VA
"Norfolk/Virginia Beach, VA",Gloucester,Gloucester County (VA),VA
"Norfolk/Virginia Beach, VA",Newport News,Newport News city (VA),VA
"Norfolk/Virginia Beach, VA",Newport News,,VA
"Norfolk/Virginia Beach, VA",Norfolk,Norfolk city (VA),VA
"Norfolk/Virginia Beach, VA",Portsmouth,Portsmouth city (VA),VA
"Norfolk/Virginia Beach, VA",Suffolk,Suffolk city (VA),VA
"Norfolk/Virginia Beach, VA",Virginia Beach,Virginia Beach city (VA),VA
"Norfolk/Virginia Beach, VA",Virginia Beach,,VA
"Norfolk/Virginia Beach, VA",Williamsburg,James City + Williamsburg (VA),VA
"Norfolk/Virginia Beach, VA",Williamsburg,,VA
North Carolina East,Aberdeen,,NC
North Carolina East,Albemarle,Stanly County (NC),NC
North Carolina East,Battleboro,Edgecombe County (NC),NC
North Carolina East,Battleboro,,NC
North Carolina East,Beaufort,,NC
North Carolina East,Clinton,Sampson County (NC),NC
North Carolina East,Creedmoor,Granville County (NC),NC
North Carolina East,Creedmoor,,NC
North Carolina East,Dunn,Harnett County (NC),NC
North Carolina East,Eden,Rockingham County (NC),NC
North Carolina East,Elizabeth City,Pasquotank County (NC),NC
North Carolina East,Fayetteville,Cumberland County (NC),NC
North Carolina East,Fayetteville,,NC
North Carolina East,Goldsboro,Wayne County (NC),NC
North Carolina East,Greenville,Pitt County (NC),NC
North Carolina East,Havelock,Craven County (NC),NC
North Carolina East,Havelock,,NC
North Carolina East,Henderson,Vance County (NC),NC
North Carolina East,Jacksonville,Onslow County (NC),NC
North Carolina East,Jacksonville,,NC
North Carolina East,Kill Devil Hills,Dare County (NC),NC
North Carolina East,Kinston,Lenoir County (NC),NC
North Carolina East,Laurinburg,Scotland County (NC),NC
North Carolina East,Lumberton,Robeson County (NC),NC
North Carolina East,Lumberton,,NC
North Carolina East,Morehead City,Carteret County (NC),NC
North Carolina East,Mount Olive,Wayne County (NC),NC
North Carolina East,Nags Head,Dare County (NC),NC
North Carolina East,New Bern,Craven County (NC),NC
North Carolina East,Oxford,Granville County (NC),NC
North Carolina East,Oxford,,NC
North Carolina East,Pinehurst,Moore County (NC),NC
North Carolina East,Plymouth,Washington County (NC),NC
North Carolina East,Raeford,,NC
North Carolina East,Reidsville,Rockingham County (NC),NC
North Carolina East,Roanoke Rapids,Halifax County (NC),NC
North Carolina East,Rockingham,Richmond County (NC),NC
North Carolina East,Rocky Mount,Nash County (NC),NC
North Carolina East,Roxboro,,NC
North Carolina East,Sanford,Lee County (NC),NC
North Carolina East,Sneads Ferry,,NC
North Carolina East,Southern Pines,Moore County (NC),NC
North Carolina East,Southport,Brunswick County (NC),NC
North Carolina East,Spring Lake,Cumberland County (NC),NC
North Carolina East,Tarboro,Edgecombe County (NC),NC
North Carolina East,Warsaw,Duplin County (NC),NC
North Carolina East,Washington,Beaufort County (NC),NC
North Carolina East,Weldon,,NC
North Carolina East,Whiteville,Columbus County (NC),NC
North Carolina East,Williamston,Martin County (NC),NC
North Carolina East,Wilmington,New Hanover County (NC),NC
North Carolina East,Wilmington,,NC
North Carolina East,Wilson,Wilson County (NC),NC
North Carolina West,Andrews,Cherokee County (NC),NC
North Carolina West,Asheville,Buncombe County (NC),NC
North Carolina West,Asheville,,NC
North Carolina West,Banner Elk,,NC
North Carolina West,Black Mountain,Buncombe County (NC),NC
North Carolina West,Boone,Watauga County (NC),NC
North Carolina West,Boone,,NC
North Carolina West,Bryson City,Swain County (NC),NC
North Carolina West,Canton,Haywood County (NC),NC
North Carolina West,Cherokee,Swain County (NC),NC
North Carolina West,Flat Rock,,NC
North Carolina West,Fletcher,Henderson County (NC),NC
North Carolina West,Forest City,,NC
North Carolina West,Franklin,Macon County (NC),NC
North Carolina West,Franklin,,NC
North Carolina West,Hendersonville,Henderson County (NC),NC
North Carolina West,Hickory,Catawba County (NC),NC
North Carolina West,Hickory,,NC
North Carolina West,Kings Mountain,Cleveland County (NC),NC
North Carolina West,Kings Mountain,,NC
North Carolina West,Lenoir,Caldwell County (NC),NC
North Carolina West,Maggie Valley,Haywood County (NC),NC
North Carolina West,Maggie Valley,,NC
North Carolina West,Marion,McDowell County (NC),NC
North Carolina West,Mars Hill,Madison County (NC),NC
North Carolina West,Mooresville,Iredell County (NC),NC
North Carolina West,Morganton,Burke County (NC),NC
North Carolina West,Mount Airy,Surry County (NC),NC
North Carolina West,Pilot Mountain,Surry County (NC),NC
North Carolina West,Robbinsville,,NC
North Carolina West,Shelby,Cleveland County (NC),NC
North Carolina West,Shelby,,NC
North Carolina West,Statesville,Iredell County (NC),NC
North Carolina West,Sylva,Jackson County (NC),NC
North Carolina West,Waynesville,,NC
North Carolina West,Wilkesboro,,NC
North Dakota,Bismarck,Burleigh County (ND),ND
North Dakota,Devil's Lake,Ramsey County (ND),ND
North Dakota,Devils Lake,,ND
North Dakota,Dickinson,Stark County (ND),ND
North Dakota,Dickinson,,ND
North Dakota,Fargo,Cass County (ND),ND
North Dakota,Fargo,,ND
North Dakota,Grand Forks,Grand Forks County (ND),ND
North Dakota,Grand Forks,,ND
North Dakota,Jamestown,Stutsman County (ND),ND
North Dakota,Mandan,Morton County (ND),ND
North Dakota,Minot,Ward County (ND),ND
North Dakota,Minot,,ND
North Dakota,Stanley,,ND
North Dakota,Tioga,Williams County (ND),ND
North Dakota,Valley City,,ND
North Dakota,Wahpeton,Richland County (ND),ND
North Dakota,Watford City,McKenzie County (ND),ND
North Dakota,Watford City,,ND
North Dakota,West Fargo,Cass County (ND),ND
North Dakota,Williston,Williams County (ND),ND
North Dakota,Williston,,ND
"Oakland, CA",Alameda,Alameda County (CA),CA
"Oakland, CA",Antioch,,CA
"Oakland, CA",Berkeley,Alameda County (CA),CA
"Oakland, CA",Castro Valley,Alameda County (CA),CA
"Oakland, CA",Concord,Contra Costa County (CA),CA
"Oakland, CA",Hayward,Alameda County (CA),CA
"Oakland, CA",Livermore,Alameda County (CA),CA
"Oakland, CA",Martinez,Contra Costa County (CA),CA
"Oakland, CA",Oakland,Alameda County (CA),CA
"Oakland, CA",San Pablo,,CA
Ohio Area,Akron,Summit County (OH),OH
Ohio Area,Akron,,OH
Ohio Area,Alliance,Stark County (OH),OH
Ohio Area,Ashland,Ashland County (OH),OH
Ohio Area,Athens,,OH
Ohio Area,Aurora,,OH
Ohio Area,Austintown,Mahoning County (OH),OH
Ohio Area,Bellefontaine,Logan County (OH),OH
Ohio Area,Bellville,Richland County (OH),OH
Ohio Area,Belmont,Belmont County (OH),OH
Ohio Area,Berlin,Holmes County (OH),OH
Ohio Area,Bluffton,Allen County (OH),OH
Ohio Area,Bolivar,Tuscarawas County (OH),OH
Ohio Area,Bucyrus,,OH
Ohio Area,Caldwell,Noble County (OH),OH
Ohio Area,Caldwell,,OH
Ohio Area,Cambridge,Guernsey County (OH),OH
Ohio Area,Canton,Stark County (OH),OH
Ohio Area,Canton,,OH
Ohio Area,Chillicothe,Ross County (OH),OH
Ohio Area,Defiance,Defiance County (OH),OH
Ohio Area,Dover,Tuscarawas County (OH),OH
Ohio Area,East Liverpool,Columbiana County (OH),OH
Ohio Area,Findlay,Hancock County (OH),OH
Ohio Area,Fremont,Sandusky County (OH),OH
Ohio Area,Galion,,OH
Ohio Area,Gallipolis,Gallia County (OH),OH
Ohio Area,Greenville,Darke County (OH),OH
Ohio Area,Hartville,Stark County (OH),OH
